emp_no,first_name,last_name,gender,salary,to_date
23245,Toshimitsu,Ruemmler,M,40000,1990-12-20
23257,Luigi,Halloran,F,52060,2000-03-27
23272,Sungwon,Yurek,F,42939,1997-01-06
23272,Sungwon,Yurek,F,42939,1995-05-26
23290,Parviz,Papsdorf,M,62875,1999-02-14
23300,Froduald,Schauser,F,60044,1997-07-05
23306,Ziva,Falco,F,47240,1996-11-24
23317,Huican,Worfolk,F,40000,2000-08-16
23317,Huican,Worfolk,F,40000,2002-03-19
23342,Xinglin,Berendt,M,40000,1992-08-26
23369,Khalil,Zykh,M,61057,2002-06-07
23384,Branimir,Reinhard,M,44719,1993-11-30
23420,Rosli,Gronowski,M,43571,1989-06-20
23426,Kristinn,Zhiwei,M,44553,1989-04-11
23092,Aris,Brookman,M,40000,1997-01-25
23460,Masato,Steinauer,M,62890,1995-09-18
23460,Masato,Steinauer,M,62890,1991-10-31
23094,Kristin,Juneja,F,71212,1991-11-22
23490,Xiaoheng,Zumaque,M,40000,1996-02-16
23692,Aris,Merey,M,43618,1999-08-08
23502,Shahar,Farrow,M,71076,1994-10-31
23505,Yunming,Muchinsky,M,108941,1994-10-19
23517,Xiahua,Biron,M,56951,1998-09-22
23703,Prodip,Thimonier,F,40000,1997-09-02
23739,Christophe,Katiyar,M,76242,2001-07-12
23554,Toshiki,Bail,F,53968,1987-04-20
23581,Houman,Narlikar,M,69404,1995-07-16
23783,Nevio,Swan,M,45359,1995-08-04
23592,Marek,Templeman,M,68278,2000-08-08
23620,Clyde,Reeker,F,77230,1993-07-13
23784,Aiman,Merli,F,40000,1998-07-19
23794,Sariel,Xiaoshan,M,40000,1995-03-11
23822,Faiza,Rosar,M,57773,2001-12-22
23676,Sham,Openshaw,M,90184,1989-12-17
23685,Seongbin,Neiman,M,51440,1991-02-27
23834,Bedir,Harllee,F,98291,1993-12-04
23840,Thanasis,Polupanov,M,43469,1996-02-01
23857,Kristen,Frijda,M,46531,1994-08-03
23868,Trygve,Reistad,M,49745,1998-10-17
24062,Satosi,Butner,M,61855,2000-09-15
23943,Hyuncheol,Fritzsche,F,64997,1987-09-27
23943,Hyuncheol,Fritzsche,F,64997,1992-07-31
24071,Ibibia,Keustermans,M,40000,1992-10-26
24078,Sachem,Einsfeld,M,62737,1990-11-09
24078,Sachem,Einsfeld,M,62737,1990-02-24
24103,Martins,Schaft,M,40000,1998-06-15
23995,Fatemeh,Zhang,F,63784,1988-11-23
23998,Amabile,Neimat,F,95371,2002-02-21
24012,Kauko,Hiltgen,M,44768,1998-05-13
24015,Baruch,Wixon,M,72669,2001-09-06
24109,Moon,Szemeredi,M,40000,1987-06-30
24040,Udi,Meriste,F,40000,1986-04-19
24040,Udi,Meriste,F,40000,1986-11-22
24133,Prodip,Ramalingam,F,40000,1999-12-21
24160,Shugo,Kroon,F,40000,1987-11-21
24160,Shugo,Kroon,F,40000,1989-09-28
24177,Van,Aumann,F,49836,1990-01-29
24250,Hatem,Badache,M,40000,1994-02-08
24186,Bartek,Lalonde,F,40000,1996-05-06
24245,Xuedong,Andreotta,F,40000,2001-02-12
24292,Chaitali,Kakkad,M,57094,1993-07-27
24334,Zhilian,Brookman,F,73699,1991-05-01
24342,Miyeon,Harnett,M,40000,1994-03-20
24342,Miyeon,Harnett,M,40000,1993-10-02
24432,Jackson,Vakili,F,74287,1999-11-14
24364,Erez,Orlowski,M,66205,1999-12-13
24446,Adamantios,Camarinopoulos,F,40000,2000-04-16
24462,Chenye,Senzako,M,42789,1994-05-24
24389,Kenroku,Shimshoni,M,55607,1996-07-07
24397,Shaibal,Shimshoni,M,52260,2002-05-16
24402,Jolita,Itzfeldt,F,40000,1995-04-01
24408,Foong,Olivero,F,40000,1991-03-16
24462,Chenye,Senzako,M,42789,1989-01-15
24465,Conal,Muniz,M,74415,1995-05-03
24489,Yuuichi,McAffer,M,65616,2001-08-06
24496,Pranjal,Merkl,M,40000,1992-10-03
24519,Berry,Vasanthakumar,F,43513,1995-06-26
24522,Shunichi,Hopewell,M,40000,1996-03-15
24533,Shigenori,Erman,M,49362,2000-11-01
24671,Naraig,Hiltgen,M,40000,2001-11-27
24673,Kasturi,Gopalakrishnan,F,49838,1986-03-05
24834,Nathalie,Broomell,F,67490,1989-09-13
24713,Zhilian,Merey,M,56090,2000-08-28
24746,Tianruo,Tsukuda,F,60533,1996-03-12
24775,Ziyad,Spelt,M,40000,1990-07-09
24793,Kristen,Brizzi,M,66663,1991-01-01
24844,Anwar,Jumpertz,F,45654,1995-06-05
24853,Zhongwei,McClurg,F,64042,1994-07-03
24854,Sushant,Neiman,F,44178,2000-09-17
24855,Dung,Lund,M,40000,1998-08-08
24861,Kiyokazu,Munoz,F,68066,1985-09-11
24882,Isaac,Hanabata,M,40000,1999-11-25
24900,Zeljko,Vidya,M,40000,2000-10-03
25035,Ayakannu,Flasterstein,M,68043,2001-10-29
25037,Adib,Magliocco,F,63524,2001-03-19
25042,Steve,Bennis,M,48052,1991-10-11
25052,Geraldo,Scharstein,M,40000,1997-06-02
25054,Kiam,Quittner,M,40000,1987-12-05
25067,Mooi,Pearson,F,40000,2001-12-20
25076,Rayond,Berztiss,M,41499,1998-12-26
25101,Zdislav,Kamble,M,72836,1990-08-23
25101,Zdislav,Kamble,M,72836,1988-06-21
25130,Sanjiv,Ishibashi,F,40000,1998-05-14
25144,Shaibal,Stellhorn,M,65183,1992-05-23
24927,Yonghoan,Mapelli,F,45855,1991-05-14
24939,Shuho,Angot,M,43476,2001-06-14
24944,Candida,Servieres,M,40000,1993-11-19
24976,Khun,Vakili,M,67727,2001-05-14
25181,Suvo,Pleszkun,M,44591,2001-08-24
25210,Arumugam,Kumaresan,M,40000,1992-09-05
25362,Falguni,Ponthieu,M,52215,1990-05-28
25246,Val,dAstous,F,48424,1994-05-18
25250,Valdiodio,Arlazarov,F,40000,1999-11-03
25391,Hatsukazu,Billawala,M,40000,2000-01-28
25435,DeForest,Milicia,M,59856,1995-04-16
25337,Toshimo,McClurg,F,59941,1999-11-10
25351,Shimshon,Baca,M,44761,2000-10-01
25435,DeForest,Milicia,M,59856,1994-06-08
25495,Stein,Lakshmanan,F,58845,1990-10-04
25501,Duri,Heemskerk,M,40000,1998-01-14
25550,Shaz,Haddadi,F,40000,1991-04-02
25504,Pramod,Servi,F,40000,1990-10-29
25563,Eric,Rosca,M,42688,1999-07-05
25514,Sushant,Homond,M,58733,1994-08-03
25531,Zhiwei,Domenig,M,40000,1991-10-22
25531,Zhiwei,Domenig,M,40000,1997-10-17
25621,Shir,Champarnaud,M,58879,1999-12-17
25830,Janalee,Janocha,M,69560,1999-12-17
25633,Haldon,Azumi,M,43726,1996-11-24
25643,Adin,Peak,F,60206,2000-09-12
25670,Youssef,Chvatal,M,40000,1993-06-21
25680,Nectarios,Ponthieu,F,47252,2001-06-27
25680,Nectarios,Ponthieu,F,47252,2001-09-12
25697,Hitofumi,Cooke,F,52092,1988-04-05
25980,Otilia,Vanwelkenhuysen,F,40000,2002-01-26
26006,Subhash,Riexinger,F,64852,1997-07-18
25835,Maria,Poehlman,M,40000,1986-05-09
26079,Wojceich,Mayerwieser,M,40000,1991-06-09
26087,Toney,Peng,M,40000,1990-11-22
25850,Alagu,Birsak,M,55936,1999-10-11
25874,Eirik,Demos,M,40000,1995-03-13
25908,Sachio,Nations,M,65074,1994-05-04
26126,Gal,Candan,M,62077,1993-05-04
26144,Kamakshi,Khasidashvili,F,66843,1992-05-26
26148,Charmane,Alameldin,F,47823,1989-11-13
25908,Sachio,Nations,M,65074,1991-06-30
26283,Abdulla,Feldmann,M,40000,2000-07-20
26169,Boalin,Luca,F,69803,1992-10-01
26178,Zissis,Gladwell,F,65554,1995-06-04
26192,Geoffry,Tetzlaff,M,55928,1987-06-25
26194,Anwar,Spinelli,M,40000,2001-08-24
26303,Vidar,Paludetto,F,40000,1989-05-02
26356,Marin,Gubsky,M,50003,1987-05-04
26261,Randy,Luks,M,52784,1994-04-24
26268,Jeong,Halevi,M,46314,1998-03-18
26277,Rasikan,Fetvedt,M,41775,1999-06-14
26362,Aiichiro,Prampolini,F,40000,1993-03-05
26367,JoAnne,Matzen,M,40000,2000-12-22
26442,Mingsen,Cromarty,M,41663,1994-08-18
26488,Zdislav,Perly,M,63394,1993-09-20
26508,Divier,Sambasivam,F,74639,1993-06-04
26529,Fuqing,Taubman,M,55709,1990-10-10
26442,Mingsen,Cromarty,M,41663,1987-08-23
26668,Berhard,Bahk,F,40000,1995-05-08
26548,Susanta,Perly,M,40000,1994-02-07
26562,Serif,Loncour,M,55170,1990-01-02
26596,Akhilish,Validov,F,40000,1997-07-07
26605,Michaela,Taubman,M,45181,1999-12-12
26736,Shaz,Acton,F,40000,1991-06-08
26736,Shaz,Acton,F,40000,1994-06-15
26753,Boalin,Decaestecker,F,58599,1998-09-24
26763,Tuval,Dusink,F,40000,1989-03-15
26763,Tuval,Dusink,F,40000,1988-01-04
26778,Zeljko,Scharstein,F,85211,1991-06-10
26865,Qiwen,Ventosa,M,78482,1994-04-10
26789,Badri,Danley,M,58312,1998-01-02
26889,Ipke,Matheson,F,40000,1989-02-13
26896,Salvador,Argence,F,47937,1994-05-25
26806,Wonhee,Uhrig,M,40000,2001-02-23
26905,Fatemeh,Markovitch,F,71078,1994-01-19
26813,Khoa,Piveteau,M,40000,1998-07-11
27023,Jinpo,Falster,F,40000,1998-02-15
26935,Moti,Przulj,F,50482,1995-05-11
26952,Nevin,Maccarone,F,40000,1993-03-10
26957,Atreyi,Baca,M,50237,2000-03-09
26958,Juichirou,Raoux,M,45702,2002-07-31
26985,Kensyu,Bierman,F,40000,1994-11-18
26995,Sumali,Gyimothy,F,40000,1998-01-25
27002,Guozhong,Zielinski,F,53412,1990-12-08
27009,Yakichi,Oehlmann,F,40000,1993-09-28
27043,Roddy,Marciano,M,65845,1996-08-20
27043,Roddy,Marciano,M,65845,1993-07-23
27182,Saeko,Marakhovsky,M,61684,1997-02-07
27219,Lena,Snedden,M,52189,1990-04-07
27221,Syozo,Rosar,F,86287,2000-06-22
27282,Xiaobin,Bahi,M,66217,1996-08-15
27318,Demin,Rosaz,F,57764,1999-02-13
27319,Adin,Bashian,M,53917,1998-04-08
27203,Conal,Aloia,F,57122,1990-08-30
27365,Mang,Morris,M,55807,1999-03-19
27373,Jiafu,Varman,F,47814,2001-03-04
27380,Shalesh,Merro,F,56442,1999-03-19
27398,Wayne,Shimshoni,F,57033,1996-11-29
27429,Nahid,Plotkin,M,43877,1999-11-05
27584,Danae,Choobineh,M,43261,1991-01-21
27435,Toshimori,Sethi,F,40000,1995-06-23
27502,Prasadram,Noriega,M,46420,1989-01-23
27631,Marke,Msuda,M,40000,1989-05-10
27634,Goetz,Munoz,F,40000,1998-04-28
27510,Kensei,Esposito,F,40000,1998-07-12
27527,Kshitij,Valette,M,40000,1996-03-26
27711,Leaf,Goodrum,M,61350,1997-03-17
27528,Martijn,Baranowski,M,60021,1996-11-07
27548,Slavian,Riexinger,M,84954,1998-04-04
27727,Heekeun,Rotem,M,56078,1985-11-11
27743,Bernt,Anily,F,40000,1997-05-15
27955,Saeko,Hartvigsen,F,40000,1997-06-03
27762,Boalin,Griswold,F,57852,1991-08-14
27959,Moheb,Dusink,M,41635,1993-08-26
27782,Dzung,Edelhoff,M,50868,1991-05-11
27968,Harngdar,England,M,40000,2000-04-16
27788,Cedric,Kolvik,F,40171,1996-02-05
27793,Paraskevi,Merlo,F,71560,1987-09-12
27800,Baruch,Sommer,M,60680,2001-10-02
27972,Chaosheng,Stanger,M,40000,1992-07-24
27814,Shigenori,Angelov,M,64578,1999-07-21
27978,Sedat,Unni,F,48155,1987-02-04
27988,Armond,Etalle,M,40000,1996-11-13
28004,Mabry,Janocha,F,40000,1996-08-15
27856,Lokesh,Holburn,M,40000,2002-07-08
28008,Shugo,Luit,M,40000,1999-01-17
28027,Kagan,Wallrath,F,43739,1994-10-20
27884,Kristina,Zucker,M,61284,2002-07-01
27896,Nevio,Uhrig,M,40707,1988-10-09
27900,Atreyi,Klassen,M,48890,2001-07-09
27910,Gil,Haumacher,F,45887,1996-05-26
28073,Achilleas,Meriste,M,65373,1990-01-02
28079,Rimon,Salvesen,M,45156,1987-05-18
28123,Vincent,Tomescu,M,44496,1995-12-05
28160,Krister,Kossowski,M,40000,1992-03-03
28128,Huican,Slaats,F,78258,1996-07-29
28128,Huican,Slaats,F,78258,2001-04-09
28325,Iara,Baar,M,60460,2000-03-19
28196,Georg,Pusterhofer,M,44910,1997-10-28
28220,Yucel,Warwick,M,40000,1989-04-30
28393,Christoper,Cyre,F,54308,1999-06-14
28242,Thodoros,Vasanthakumar,M,86610,1992-05-11
28281,Adhemar,Oxenboll,M,101359,2001-10-16
28282,Arto,Spelt,F,68565,1998-07-18
28298,Holgard,Ritcey,F,79373,1998-01-03
28403,Gilbert,Garnier,F,53016,1995-04-29
28315,Hideo,Servi,F,44797,1997-01-02
28403,Gilbert,Garnier,F,53016,1995-01-18
28413,Nadjib,Brodie,M,40000,2000-07-08
28473,Hidekazu,Ermel,M,46196,1994-01-07
28525,Dannz,Highland,M,68550,1998-11-01
28474,Mabo,Arlazarov,M,50872,2000-05-22
28476,Zongyan,Rebaine,F,47961,2002-02-06
28487,Ziva,Alblas,M,71338,2001-04-14
28552,Gonzalo,Sevcikova,M,40000,2001-09-27
28552,Gonzalo,Sevcikova,M,40000,1994-07-26
28563,Candido,Chelton,F,65124,1991-11-14
28563,Candido,Chelton,F,65124,1993-05-25
28716,Kristian,Hertweck,M,62924,1994-02-11
28579,Naraig,Rehfuss,F,40000,1990-01-02
28599,Youpyo,Szilard,M,67815,1997-01-30
28604,Rafols,Kirkerud,M,71276,1986-12-04
28631,Dmitry,Marletta,F,78423,1992-05-29
28653,Pranay,Flanders,F,40000,1988-04-07
28659,Tetsushi,Schapiro,F,73742,1987-09-01
28676,Falguni,Bamford,F,40000,1995-09-08
28684,Shushma,Genther,M,40000,2002-04-05
28751,Dmitri,Lorcy,M,58394,1997-10-09
28956,Kristian,Denis,F,45903,1995-07-05
28981,Dipayan,Bernardinello,M,40000,1993-12-28
28751,Dmitri,Lorcy,M,58394,1996-12-20
28770,Abdelghani,Farris,M,49773,2001-06-13
29020,Gill,Vrecion,F,56131,1999-05-10
29035,Yefim,Frijda,F,40000,1999-01-22
28780,Masoud,Bierman,M,40000,1988-08-21
28780,Masoud,Bierman,M,40000,1993-06-25
28797,Shridhar,Heijenga,M,47701,1994-05-26
28797,Shridhar,Heijenga,M,47701,1987-07-19
28838,Steve,Kavraki,M,43960,1998-09-02
29261,Paraskevi,Kopetz,F,51731,1993-12-14
29202,Rajmohan,Roohalamini,F,56930,1988-06-25
29222,Remzi,Trachtenberg,F,40000,2001-08-14
29353,Gaetan,Gadepally,M,52008,2002-07-25
29445,Nidapan,Rodham,M,41860,2001-08-21
29457,Chirstian,Rando,F,77124,1990-04-13
29487,Shahid,Erdi,M,93841,1989-11-28
29366,Domenico,Ohori,F,54398,1989-04-29
29518,Lucien,Maquelin,F,40000,1989-09-09
29518,Lucien,Maquelin,F,40000,1990-09-23
29373,Filipp,Bale,M,45468,1995-07-24
29384,Magy,Keustermans,M,57354,2001-03-10
29420,Martien,Picht,M,46900,1994-07-07
29527,Adamantios,Oaver,M,58827,1999-04-19
29539,Chaosheng,Heering,M,86735,1999-09-08
29565,Reinhard,Binding,F,70414,1986-09-25
29573,Kwangsub,Linnainmaa,F,84246,1998-03-11
29683,Maya,Asser,F,40000,2001-07-29
29603,Kristina,Khamsi,M,68610,2002-05-28
29810,Arne,Madeira,M,56015,1994-06-14
29822,Prodip,Sifakis,F,95987,1995-09-06
29690,Eran,Fioravanti,M,90555,1993-03-17
29765,Nishit,Ranta,F,41588,1992-03-15
29855,Neelam,Kulisch,M,52817,1994-07-24
29895,Maja,Encarnacion,F,40000,1997-01-01
29915,JoAnne,Maquelin,F,61506,1994-06-18
29983,Lucian,Christ,M,40000,1991-05-17
29987,Sachem,Brandsma,F,40000,1990-05-24
30005,Ramachenga,Nourani,F,59628,1994-01-11
30020,Masadi,Brobst,F,41789,1998-09-15
30057,Atilio,Magliocco,M,61304,1988-11-24
30179,Shirish,Krzyzanowski,F,76390,1989-10-04
30078,Greger,Thummel,F,44080,2000-03-11
30209,Yannis,Aloisi,F,89176,1995-02-16
30213,Srinidhi,Restivo,F,56686,2001-06-06
30107,Sungwon,Reinhard,M,44582,1996-02-02
30269,Dharmaraja,Valtorta,M,40000,1992-10-16
30110,Shai,Gelosh,M,45459,1988-01-31
30283,Zeydy,Juneja,F,56514,1998-01-18
30110,Shai,Gelosh,M,45459,1987-03-19
30289,Kiyomitsu,Vuskovic,M,75393,1993-10-01
30149,Leon,Bugaenko,M,45494,1997-08-01
30149,Leon,Bugaenko,M,45494,1998-08-29
30161,Muzhong,Gimarc,F,40000,2000-05-18
30546,Janalee,Oehlmann,F,50375,1994-10-30
30550,Quingbo,Hofstetter,F,51270,2001-07-01
30599,Divier,Bierman,F,50174,2001-02-20
30419,Peer,Kulisch,F,40000,2001-03-18
30419,Peer,Kulisch,F,40000,1997-06-13
30601,Gilbert,Cyne,F,66545,1996-12-23
30702,Vincent,Shumilov,M,47555,1990-09-22
30513,Eric,Limongiello,M,62978,1997-09-28
30516,Houman,Ishibashi,M,45465,1987-01-24
30528,Ewing,Hiroyama,M,49378,1995-02-15
30530,LiMin,McFarlan,F,54213,2000-05-21
30948,Xinan,Lunt,M,50840,1998-04-16
30745,Basil,Turnbull,F,40000,1989-08-23
30748,Katsuyuki,Uchoa,F,67498,2001-04-27
30772,Badri,Kandlur,M,65401,1999-10-13
30953,Mototsugu,Mukaidono,F,45238,1996-08-21
30800,Nevin,Fandrianto,M,40000,1997-04-28
30968,Ingemar,Karlin,F,40000,1987-09-20
30983,Nidapan,Petersohn,M,40000,1999-05-30
30833,Chaoyi,Cichocki,M,65042,2000-05-17
30836,Sachem,Mitsuhashi,M,47831,2000-11-20
30994,Pranay,Alpin,F,64380,1992-08-16
31025,Suebskul,Rijsenbrij,M,51188,2000-11-01
30882,Kiam,Ulupinar,M,53969,1987-01-25
31025,Suebskul,Rijsenbrij,M,51188,1991-08-21
31036,Vivian,Orlowski,M,40000,2002-05-13
31058,Abdulah,Frezza,M,41299,1990-06-15
31089,Kshitij,Cannane,M,40000,1997-12-23
31326,Tesuya,Conta,M,40088,1987-04-14
31131,Conal,Zolotykh,M,58256,1993-08-26
31172,Fumitaka,Rohrbach,F,64053,1997-02-17
31344,Saddek,Gerteisen,F,80458,2001-12-30
31196,Barry,Emmart,M,40000,1998-05-22
31363,Hidde,Merli,M,95246,1997-01-04
31226,Gennady,Vakili,F,68028,1990-03-01
31226,Gennady,Vakili,F,68028,2001-04-29
31230,Dzung,Klyachko,M,64519,2001-12-14
31372,Padma,Zaccaria,M,40874,1999-01-05
31386,Matk,Cooke,M,61512,1990-12-14
31389,Ranan,Gunderson,F,44210,1998-05-17
31268,Nitsan,Pocchiola,M,40000,1996-12-27
31390,Fei,Liedekerke,F,40000,2001-03-09
31398,Hideo,Grospietsch,M,68119,1993-11-11
31508,Sanjit,Gadepally,F,64226,2001-04-30
31398,Hideo,Grospietsch,M,68119,1992-07-09
31407,Chaosheng,Vernadat,M,55682,1999-10-29
31425,Mohammad,Anger,F,70854,1988-06-09
31543,Srinidhi,Siksek,F,56768,2000-07-26
31547,Subhada,Kalloufi,F,40000,1999-01-21
31563,Pradeep,Kushner,M,64202,2001-12-27
31429,Matk,Bernini,M,45192,1999-09-14
31444,Aris,Hinsberger,M,80873,2000-11-20
31647,Naftali,Penz,F,40000,1998-05-31
31594,Abdelkader,Birta,M,40000,1997-09-20
31595,Stevo,Barbanera,M,99948,1996-07-16
31650,Neven,Savasere,M,75830,1999-06-07
31664,Mohan,Vickson,M,40000,1990-03-01
31736,Kensei,Honiden,F,44578,1994-12-29
31864,Zhenbing,Bahl,F,63209,1993-12-30
31750,Fabrizio,DuBourdieux,M,103725,2001-07-16
31890,Dekang,Shiratori,M,72616,1999-05-26
31794,Tsuneo,Gunderson,M,40000,1998-10-23
31900,Odoardo,Fujisaki,M,40000,1999-12-26
31929,Chanjung,Penn,M,40000,1994-03-15
31940,Kousuke,Brookner,M,40000,1990-11-30
32054,Kersti,Bahk,F,47349,1998-05-14
31970,Taegyun,Zaumen,F,40000,1988-05-24
31980,Kinh,Perz,M,40000,1993-02-24
32089,Jianhua,Bardell,M,40000,2000-02-16
32204,Garnet,Leppanen,M,66340,1991-12-21
32216,Martine,Lanteri,M,48207,2002-07-22
32219,Honglan,Rosin,M,41419,1998-01-09
32269,Kannan,Cangellaris,M,41545,1999-10-09
32301,Itzchak,Wolniewicz,F,40000,1998-07-22
32344,Lillian,Takanami,F,40000,1995-07-28
32349,Hairong,DiGiano,F,71859,1989-03-04
32094,Mohd,Buchter,F,49016,1996-07-10
32106,Conor,Claffy,M,56982,1995-05-23
32113,Surveyors,Beerel,F,40000,1988-05-18
32583,Siamak,Comte,M,56028,1988-07-30
32410,Geraldo,Jenevein,M,63475,2000-03-10
32439,Abdelghani,Karner,M,64457,2000-12-03
32459,Sanjoy,Maraist,F,40000,2001-06-19
32528,Naftaly,Jeong,M,61189,2002-06-23
32640,Uli,Oskamp,F,69207,1997-06-25
32553,Hausi,Pouyioutas,M,40000,1991-03-09
32642,Danel,Garigliano,M,40000,2000-12-24
32696,Luisa,Hofstetter,F,54072,1997-07-19
32771,Patricia,Remmele,F,40000,1998-04-28
32778,Branimir,Conde,F,40000,1991-04-03
32778,Branimir,Conde,F,40000,1997-01-14
32793,Nathan,Litzler,M,55263,1999-06-22
32796,Duke,Picaronny,M,40000,1990-07-01
32696,Luisa,Hofstetter,F,54072,1996-09-02
32721,Ferdinand,Grabner,M,40000,1991-05-28
32830,Oscar,Luke,F,49425,1996-09-02
32724,Alselm,Janocha,F,63495,1998-07-25
32734,Kazuhira,Lagarias,F,40000,1997-01-14
32735,Ewing,Simkin,F,78009,2002-02-16
32949,Martins,Ermel,F,52242,1999-02-10
32962,Girolamo,Orlowska,M,49726,1989-12-03
33013,Thanasis,Clemencon,M,40000,1999-05-09
33129,Gen,Oehlmann,M,56744,1997-12-11
33021,Mona,Genin,M,66907,1986-06-27
33029,Claude,Cherinka,M,41358,1987-04-26
33081,Panayotis,Gist,M,40000,1988-07-06
33177,Thanasis,Chinal,F,40000,2002-04-15
33112,Martine,Pokrovskii,F,40000,2000-07-11
33242,Hironoby,Vadhan,F,51929,1993-03-10
33242,Hironoby,Vadhan,F,51929,1988-11-12
33123,Ingemar,Eiron,M,43475,1987-11-08
33281,Laurentiu,Kisuki,M,42158,1992-03-26
33339,Pasqua,Harnett,M,43185,1991-03-13
33340,Gila,Lamma,F,49082,1996-04-25
33373,Froduald,Cooman,F,48118,1996-04-10
33386,Sadok,Eiter,M,56808,1999-09-27
33522,Gift,Barinka,F,40000,1995-01-18
33535,Venkatesan,Assaf,M,40000,1997-06-14
33405,Gina,Miake,M,56038,1993-03-19
33427,Shalesh,Mitsuhashi,F,40000,1999-12-29
33566,Kiyokazu,Lorie,F,48158,1993-11-27
33576,Serif,Rodite,F,74359,2000-09-25
33585,Pasqua,Junot,F,40000,1986-03-06
33588,Avishai,Baja,M,42222,2001-03-26
33602,Weiru,Krone,M,40000,2000-07-23
33462,Weijing,Camarinopoulos,F,51327,1990-08-05
33628,Macha,Ritcey,M,44804,1989-02-18
33470,Nechama,Potthoff,M,44293,1995-12-11
33651,Haldon,Bresenham,M,50340,1998-02-06
33966,Kendra,Merey,F,40000,1994-07-08
33665,Xumin,Zyda,M,45540,1998-08-19
33675,Wojceich,Lichtman,F,40000,1995-07-22
33715,Armond,Wynblatt,F,53944,1988-10-17
33733,Premsyl,Levasseur,F,40000,1993-04-20
33744,Cedric,Bellone,F,60228,1997-11-22
33757,Guoxiang,Borstler,F,64261,1992-01-11
33778,Tua,Erva,F,53467,1995-07-28
33793,Oldrich,Delgrossi,M,51808,2001-03-23
33827,Takanari,Kisuki,M,56153,1995-10-28
33840,Lubomir,Cairo,F,51300,1993-02-22
33847,Vojin,Boguraev,M,40000,1999-12-14
33969,Arie,Sadowsky,F,59860,1998-03-19
33973,Yagil,Trumbly,M,45097,1999-07-31
33990,Val,Showalter,F,40000,1995-04-25
33990,Val,Showalter,F,40000,1995-10-31
34028,Heejo,Kieras,F,51418,1991-01-22
34107,Zejun,Ramaiah,F,40000,2000-08-20
34110,Chaosheng,Matzke,F,51644,2000-09-05
34049,Tadanori,Brookner,M,75061,1988-11-12
34121,Cordelia,Falco,F,50950,1993-08-08
34146,Fun,Matteis,F,88954,1990-11-17
34254,Moon,Marletta,F,40000,2000-10-15
34180,Ger,McClure,F,40000,1994-12-13
34202,Rafail,Stroustrup,F,43449,1989-07-18
34207,Pohua,Bernardeschi,M,40000,1995-03-17
34212,Adly,Salverda,M,40000,1986-08-08
34338,Hairong,Emden,F,40000,2001-02-23
34348,Along,Klassen,M,50163,1994-01-16
34364,Seshu,Kugler,M,40000,1998-06-13
34449,Taizo,Peha,M,48681,2001-02-24
34388,Kristina,Pena,M,40986,1993-03-20
34491,Sudhanshu,Bugrara,M,43725,2001-12-03
34391,Abdelwaheb,Marrakchi,F,78470,1990-03-07
34416,Ghassan,Murtha,F,69832,1990-03-28
34507,Eishiro,Etalle,M,45441,1991-05-11
34522,Sibyl,Rijckaert,F,53327,1999-01-10
34609,Hailing,Hockney,F,76958,1997-09-05
34552,Souichi,Llado,F,73652,1997-10-09
34563,Jessie,Kitsuregawa,M,62203,1999-10-21
34582,Kwangsub,Brender,M,40966,1987-07-21
34610,Xinan,Ranum,M,40000,1998-01-21
34644,Jixiang,Thibadeau,F,67298,1999-02-15
34701,Kwun,Gecsei,M,40000,1999-12-19
34813,Brewster,Rettelbach,F,40000,1997-08-26
34707,Jacqueline,Syang,M,40000,2001-01-20
34707,Jacqueline,Syang,M,40000,1987-03-26
34831,Poornachandra,Haldar,M,59304,2000-04-29
34713,Shigeichiro,Akaboshi,F,47534,1987-04-11
34744,Reinhard,Prenel,F,56108,1993-05-19
34857,Weicheng,Birrer,F,64062,1994-05-05
34881,Krister,Schapiro,M,70731,1990-10-15
34744,Reinhard,Prenel,F,56108,1993-11-04
34752,Paddy,Stifter,F,62624,1995-03-26
34920,Vidya,Wossner,M,40000,2001-09-24
34754,Maren,Llado,F,75069,1998-02-26
34769,Erzsebet,Hebert,F,40000,1998-12-19
34941,Susanne,Heering,M,85526,2000-05-19
35195,Mart,Peir,F,40000,1986-11-02
34960,Vasilis,Luga,M,76011,1998-05-25
34991,Gererd,Ramaiah,M,40000,1991-12-22
35195,Mart,Peir,F,40000,1988-01-29
35248,Tua,Passafiume,M,40495,1995-12-31
35273,Zsolt,Mitsuhashi,F,46480,1997-12-06
35300,Chuanti,Chenoweth,F,40000,1996-10-29
35110,Reinhold,Speckmann,M,48028,2001-12-02
35327,Babette,Panwar,F,40000,1999-05-12
35330,Leni,Koyama,M,67987,1997-06-30
35159,Mohammad,Demke,M,40000,2000-04-26
35541,Wojceich,Azadmanesh,M,40000,2002-01-16
35549,Ashish,Loncour,F,64880,1999-09-11
35550,Van,Hutton,F,67201,2001-11-11
35555,Aleksander,Zaiane,F,54628,2001-04-20
35373,Bernd,Kumaresan,M,70037,1989-04-09
35609,Vidya,Decaestecker,F,47430,2001-05-25
35413,Rafols,Kaminger,M,63539,1999-12-24
35430,Eldridge,Chimia,M,46248,2001-09-23
35476,Frederique,Heinisuo,F,51888,1995-02-28
35485,Margo,Tyugu,M,41376,1996-07-23
35748,Sangeeta,Falby,F,40000,1988-04-12
35755,Xudong,Zultner,F,40000,1992-05-30
35757,Magdalena,Bojadziev,M,40000,1985-09-26
